EMA10,EMA20,RSI,MACD,BB_H,BB_L,STOCH,Target,Date
1141.4910058980252,1152.7460177785588,46.98930520051597,-15.473236403895953,1185.4029009971025,1117.4961224403976,62.84933608462815,0,2023-10-30
1141.234562354066,1151.5397843145295,42.97508863170461,-14.619251091978867,1183.376662849786,1116.6770114666201,46.080400132275166,1,2023-10-31
1141.885451585145,1150.8992765821934,44.93155564600995,-13.405941139642664,1182.846261818556,1116.1734159158189,52.556130669037884,1,2023-11-01
1144.4837155369935,1151.4018124620143,49.41707221826963,-11.396241404828288,1183.0888154607744,1116.2323393243817,68.0980509436154,0,2023-11-02
1146.5642686779945,1151.832759638251,49.32219628955507,-9.711693488946366,1183.308395696666,1116.2917996158342,67.757231809383,1,2023-11-03
1150.0151633643818,1153.1386100968105,53.067950521729124,-7.514013897035284,1184.4658376183295,1116.1808054480769,80.91341814433368,0,2023-11-06
1151.4614697768236,1153.5987280526201,49.93741952038459,-6.310776289072692,1185.1741235744842,1116.7457006442658,70.55208229916633,1,2023-11-07
1153.7410915716625,1154.5892672522218,52.34730948832168,-4.815162056071131,1186.3243574455971,1116.9658158942468,95.77457120319472,0,2023-11-08
1153.3094948441444,1154.282414139659,47.21898039312653,-4.5961981811076384,1184.5863311104451,1116.984677190336,74.77218492614811,1,2023-11-09
1153.350479801459,1154.211223470108,48.15752880952824,-4.199352798107157,1182.506944665081,1117.344898596638,78.37609065972029,0,2023-11-10
1153.3568467551709,1154.1325829536097,48.09404445435731,-3.8524972489117317,1180.2832656737291,1117.8394516114272,78.1276714099657,1,2023-11-13
1157.1537153494012,1156.0475392459741,56.67814450551824,-1.873264222222133,1181.4486469851925,1117.2919658077765,96.11719041135099,1,2023-11-15
1160.6452983540553,1157.9818137820716,57.44776591568401,-0.13229419637514184,1182.014347585944,1116.9978350312435,90.2677567274379,0,2023-11-16
1163.0354509615565,1159.4874636785707,56.14611441183594,1.0285034585026551,1184.3157063376484,1116.2686320412577,82.14975360150142,0,2023-11-17
1164.4293071787733,1160.5554823907307,54.543856586827346,1.6797854247811301,1186.525689191397,1116.2113469414155,74.93696049673443,1,2023-11-20
1168.2470032812123,1162.924163662298,60.351426960497335,3.345548146814508,1191.3790171610945,1115.3345082295305,91.93254380628754,1,2023-11-21
1172.2131687002532,1165.508615988359,61.99705351138546,4.982192937688751,1195.783015995485,1117.159366817015,93.51658368899041,1,2023-11-22
1176.1196122817412,1168.193377170271,63.28522470010352,6.497873890650908,1199.6411075129288,1120.1555111394148,95.5860662510482,0,2023-11-23
1179.1708182518223,1170.5465074509298,62.78286816219271,7.547716040585328,1198.9895203104577,1129.1487853536048,91.67843062679657,1,2023-11-24
1181.7125586833092,1172.6992582294126,62.88201426432579,8.304102938842789,1200.4770973474092,1134.0694480627471,92.15665399283925,1,2023-11-28
